,Rk,Player,School,Conf,G,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_Y/A,Passing_AY/A,Passing_TD,Passing_Int,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD
869,102,Shuler Bentley,Old Dominion,CUSA,10,140,269,52.0,1432,5.3,5.2,12,6,107.0,45,-36,-0.8,2
870,103,Clayton Thorson,Northwestern,Big Ten,13,150,295,50.8,1522,5.2,4.3,7,9,95.9,100,397,4.0,5
871,104,Drew Lock,Missouri,SEC,12,129,263,49.0,1332,5.1,4.0,4,8,90.5,52,28,0.5,1
872,105,Damarcus Smith,North Texas,CUSA,10,99,211,46.9,1010,4.8,4.5,8,5,94.9,92,427,4.6,2
873,106,Lee McNeill,Charlotte,CUSA,10,100,189,52.9,878,4.6,2.4,1,10,83.1,33,-101,-3.1,1
874,1,Baker Mayfield,Oklahoma,Big 12,13,254,358,70.9,3965,11.1,12.3,40,8,196.4,78,177,2.3,6
875,2,Mike White,Western Kentucky,CUSA,14,280,416,67.3,4363,10.5,11.5,37,7,181.4,29,-74,-2.6,0
876,3,Logan Woodside,Toledo,MAC,13,289,418,69.1,4129,9.9,11.1,45,9,183.3,37,-40,-1.1,0
877,4,Nick Stevens,Colorado State,MWC,10,129,201,64.2,1936,9.6,10.4,19,5,171.3,15,53,3.5,2
878,5,Zach Terrell,Western Michigan,MAC,14,263,377,69.8,3533,9.4,10.6,33,4,175.2,80,249,3.1,7
879,6,Ryan Higgins,Louisiana Tech,CUSA,13,329,496,66.3,4617,9.3,10.2,41,8,168.6,88,277,3.1,4
880,7,Brett Rypien,Boise State,MWC,13,244,394,61.9,3646,9.3,9.6,24,8,155.7,48,-16,-0.3,2
881,8,Trace McSorley,Penn State,Big Ten,14,224,387,57.9,3614,9.3,9.9,29,8,156.9,146,365,2.5,7
882,9,Nathan Peterman,Pitt,ACC,13,185,306,60.5,2855,9.3,10.1,27,7,163.4,72,286,4.0,3
883,10,Mason Rudolph,Oklahoma State,Big 12,13,284,448,63.4,4091,9.1,10.0,28,4,158.9,83,61,0.7,6
884,11,Jake Browning,Washington,Pac-12,14,243,391,62.1,3430,8.8,9.9,43,9,167.5,65,45,0.7,4
885,12,Lamar Jackson,Louisville,ACC,13,230,409,56.2,3543,8.7,9.1,30,9,148.8,260,1571,6.0,21
886,13,Austin Allen,Arkansas,SEC,13,245,401,61.1,3430,8.6,8.1,25,15,146.0,65,-126,-1.9,2
887,14,Josh Allen,Wyoming,MWC,14,209,373,56.0,3203,8.6,8.3,28,15,144.9,142,523,3.7,7
888,15,Patrick Mahomes,Texas Tech,Big 12,12,388,591,65.7,5052,8.5,9.2,41,10,157.0,131,285,2.2,12
889,16,Nick Mullens,Southern Mississippi,CUSA,11,243,384,63.3,3272,8.5,8.5,24,11,149.8,51,-54,-1.1,4
890,17,Quinton Flowers,South Florida,American,13,207,331,62.5,2812,8.5,9.0,24,7,153.6,198,1530,7.7,18
891,18,Mitch Trubisky,North Carolina,ACC,13,304,447,68.0,3748,8.4,9.1,30,6,157.9,93,308,3.3,5
892,19,Jerod Evans,Virginia Tech,ACC,14,268,422,63.5,3552,8.4,8.9,29,8,153.1,204,846,4.1,12
893,20,Brad Kaaya,Miami (FL),ACC,13,261,421,62.0,3532,8.4,8.9,27,7,150.3,37,-136,-3.7,1
894,Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD
895,21,Deondre Francois,Florida State,ACC,13,235,400,58.8,3350,8.4,8.6,20,7,142.1,108,198,1.8,5
896,22,Sam Darnold,USC,Pac-12,13,246,366,67.2,3086,8.4,9.0,31,9,161.1,62,250,4.0,2
897,23,Chad Kelly,Ole Miss,SEC,9,205,328,62.5,2758,8.4,8.5,19,8,147.4,81,332,4.1,5
898,24,Riley Ferguson,Memphis,American,13,280,443,63.2,3698,8.3,8.8,32,10,152.6,71,-70,-1.0,4
899,25,P.J. Walker,Temple,American,14,230,395,58.2,3295,8.3,8.0,22,13,140.1,65,-100,-1.5,1
900,26,Joshua Dobbs,Tennessee,SEC,13,225,357,63.0,2946,8.3,8.3,27,12,150.6,150,831,5.5,12
901,27,David Washington,Old Dominion,CUSA,13,202,340,59.4,2836,8.3,9.5,31,5,156.6,67,207,3.1,1
902,28,Skyler Howard,West Virginia,Big 12,13,247,404,61.1,3328,8.2,8.4,26,10,146.6,142,463,3.3,10
903,29,DeShone Kizer,Notre Dame,Ind,12,212,361,58.7,2925,8.1,8.4,26,9,145.6,129,472,3.7,8
904,30,Sean White,Auburn,SEC,11,133,208,63.9,1679,8.1,8.3,9,3,143.1,55,163,3.0,2
905,31,Justice Hansen,Arkansas State,Sun Belt,13,197,340,57.9,2719,8.0,8.1,19,8,138.9,79,131,1.7,1
906,32,Jacob Park,Iowa State,Big 12,10,133,225,59.1,1791,8.0,8.0,12,5,139.1,36,59,1.6,1
907,33,Deshaun Watson,Clemson,ACC,15,388,579,67.0,4593,7.9,8.0,41,17,151.1,165,629,3.8,9
908,34,Danny Etling,LSU,SEC,11,160,269,59.5,2123,7.9,7.9,11,5,135.6,41,46,1.1,1
909,35,Christian Chapman,San Diego State,MWC,14,153,251,61.0,1994,7.9,8.5,20,6,149.2,71,63,0.9,0
910,36,Drew Lock,Missouri,SEC,12,237,434,54.6,3399,7.8,7.9,23,10,133.3,52,123,2.4,1
911,37,Brent Stockstill,Middle Tennessee State,CUSA,10,262,414,63.3,3233,7.8,8.5,31,7,150.2,45,240,5.3,0
912,38,Dallas Davis,South Alabama,Sun Belt,11,198,348,56.9,2706,7.8,6.9,11,12,125.7,91,245,2.7,3
913,39,Zach Smith,Baylor,Big 12,10,116,196,59.2,1526,7.8,7.5,13,7,139.3,25,-26,-1.0,1
914,40,Richard Lagow,Indiana,Big Ten,13,253,438,57.8,3362,7.7,6.8,19,17,128.8,41,-188,-4.6,2
915,Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD
916,41,Dane Evans,Tulsa,American,13,259,435,59.5,3348,7.7,7.9,32,12,142.9,47,-29,-0.6,4
917,42,Matt Linehan,Idaho,Sun Belt,13,257,415,61.9,3184,7.7,7.5,19,10,136.7,88,167,1.9,4
918,43,Wilton Speight,Michigan,Big Ten,12,204,331,61.6,2538,7.7,7.8,18,7,139.8,35,-60,-1.7,1
919,44,Stephen Johnson,Kentucky,SEC,12,145,265,54.7,2037,7.7,7.6,13,6,130.9,97,327,3.4,3
920,45,Greg Ward Jr.,Houston,American,12,319,469,68.0,3557,7.6,7.3,22,13,141.7,197,518,2.6,10
921,46,Cooper Rush,Central Michigan,MAC,13,278,465,59.8,3540,7.6,7.1,23,16,133.2,68,-21,-0.3,1
922,47,Ryan Finley,North Carolina State,ACC,13,243,402,60.4,3059,7.6,7.6,18,8,135.2,74,94,1.3,1
923,48,Shane Buechele,Texas,Big 12,12,236,391,60.4,2958,7.6,7.4,21,11,136.0,96,161,1.7,2
924,49,Eric Dungey,Syracuse,ACC,9,230,355,64.8,2679,7.5,7.5,15,7,138.2,125,293,2.3,6
925,50,Philip Nelson,East Carolina,American,10,237,349,67.9,2621,7.5,7.4,16,8,141.5,62,57,0.9,2
926,51,Manny Wilkins,Arizona State,Pac-12,10,197,311,63.3,2329,7.5,7.0,12,9,133.2,128,246,1.9,5
927,52,Tyler O'Connor,Michigan State,Big Ten,11,154,262,58.8,1970,7.5,7.2,16,9,135.2,63,70,1.1,0
928,53,Dru Brown,Hawaii,MWC,13,209,335,62.4,2488,7.4,7.6,19,7,139.3,88,306,3.5,4
929,54,Jason Driskel,Florida Atlantic,CUSA,12,200,327,61.2,2415,7.4,6.4,9,11,125.6,80,242,3.0,4
930,55,Sefo Liufau,Colorado,Pac-12,12,200,319,62.7,2366,7.4,7.3,11,6,132.6,165,494,3.0,8
931,56,Kenny Potter,San Jose State,MWC,11,183,307,59.6,2273,7.4,7.0,16,10,132.5,136,322,2.4,7
932,57,Tommy Armstrong Jr,Nebraska,Big Ten,11,151,294,51.4,2180,7.4,7.1,14,8,123.9,113,512,4.5,8
933,58,Perry Hills,Maryland,Big Ten,11,122,197,61.9,1464,7.4,7.7,12,4,140.4,91,93,1.0,4
934,59,Brandon Dawkins,Arizona,Pac-12,10,98,182,53.8,1348,7.4,6.8,8,6,124.0,131,944,7.2,10
935,60,Kenny Hill,TCU,Big 12,13,269,440,61.1,3208,7.3,6.7,17,13,129.2,125,609,4.9,10
936,Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD
937,61,Jalen Hurts,Alabama,SEC,15,240,382,62.8,2780,7.3,7.4,23,9,139.1,191,954,5.0,13
938,62,Andrew Ford,Massachusetts,Ind,10,222,365,60.8,2665,7.3,7.0,26,14,138.0,45,-96,-2.1,2
939,63,Dalton Sturm,UTSA,CUSA,13,169,299,56.5,2170,7.3,7.7,20,6,135.5,110,313,2.8,4
940,64,Brogan Roback,Eastern Michigan,MAC,10,219,372,58.9,2694,7.2,7.4,18,7,131.9,63,223,3.5,2
941,65,Conner Manning,Georgia State,Sun Belt,10,207,373,55.5,2684,7.2,6.5,16,13,123.1,27,-3,-0.1,2
942,66,Luke Falk,Washington State,Pac-12,13,443,633,70.0,4468,7.1,7.5,38,11,145.6,66,-68,-1.0,0
943,67,Troy Williams,Utah,Pac-12,13,207,390,53.1,2757,7.1,6.9,15,8,121.0,111,235,2.1,5
944,68,Mitch Leidner,Minnesota,Big Ten,12,173,307,56.4,2169,7.1,5.8,8,12,116.5,111,366,3.3,10
945,69,Bryant Shirreffs,Connecticut,American,9,166,283,58.7,2010,7.1,6.6,7,6,122.2,144,326,2.3,2
946,70,Chase Litton,Marshall,CUSA,10,231,371,62.3,2612,7.0,7.2,24,9,137.9,34,-133,-3.9,1
947,71,Taylor Lamb,Appalachian State,Sun Belt,13,197,325,60.6,2281,7.0,6.8,15,8,129.9,89,505,5.7,9
948,72,Davis Webb,California,Pac-12,12,382,620,61.6,4295,6.9,7.3,37,12,135.6,33,-110,-3.3,6
949,73,Brandon Silvers,Troy,Sun Belt,13,293,460,63.7,3180,6.9,6.7,23,12,133.0,48,128,2.7,4
950,74,Ben Hicks,SMU,American,12,234,422,55.5,2930,6.9,6.2,19,15,121.5,41,-83,-2.0,2
951,75,Ryan Metz,UTEP,CUSA,10,130,201,64.7,1375,6.8,7.3,14,4,141.1,36,41,1.1,0
952,76,Clayton Thorson,Northwestern,Big Ten,13,280,478,58.6,3182,6.7,6.7,22,9,125.9,97,98,1.0,5
953,77,J.T. Barrett,Ohio State,Big Ten,13,233,379,61.5,2555,6.7,7.2,24,7,135.3,205,845,4.1,9
954,78,Trevor Knight,Texas A&M,SEC,11,193,362,53.3,2432,6.7,6.9,19,7,123.2,102,614,6.0,10
955,79,Nick Fitzgerald,Mississippi State,SEC,13,196,361,54.3,2423,6.7,6.6,21,10,124.3,195,1375,7.1,16
956,80,Anthony Jennings,Louisiana,Sun Belt,13,193,323,59.8,2178,6.7,5.6,11,13,119.6,144,341,2.4,9
957,Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD
958,81,Daniel Jones,Duke,ACC,12,270,430,62.8,2836,6.6,6.4,16,9,126.3,141,486,3.4,7
959,82,Jacob Eason,Georgia,SEC,13,204,370,55.1,2430,6.6,6.5,16,8,120.2,33,-45,-1.4,1
960,83,Kent Myers,Utah State,MWC,12,212,362,58.6,2394,6.6,6.2,10,8,118.8,116,449,3.9,6
961,84,Alex McGough,Florida International,CUSA,9,167,286,58.4,1891,6.6,5.8,13,11,121.2,45,117,2.6,4
962,85,Jesse Ertz,Kansas State,Big 12,13,152,264,57.6,1755,6.6,6.6,9,4,121.6,183,1012,5.5,12
963,86,David Blough,Purdue,Big Ten,12,295,517,57.1,3352,6.5,5.6,25,21,119.4,80,13,0.2,4
964,87,Tyler Stehling,Rice,CUSA,11,194,316,61.4,2049,6.5,6.2,12,7,124.0,101,309,3.1,4
965,88,Tyler Rogers,New Mexico State,Sun Belt,11,224,404,55.4,2603,6.4,5.9,16,12,116.7,124,333,2.7,4
966,89,Riley Neal,Ball State,MAC,11,242,394,61.4,2541,6.4,5.7,13,12,120.4,127,540,4.3,8
967,90,Kyle Shurmur,Vanderbilt,SEC,13,204,375,54.4,2409,6.4,5.7,9,10,110.9,50,-129,-2.6,0
968,91,Tyler Jones,Texas State,Sun Belt,11,220,342,64.3,2184,6.4,5.2,11,14,120.4,115,-8,-0.1,5
969,92,James Morgan,Bowling Green State,MAC,11,183,326,56.1,2082,6.4,5.3,16,15,116.8,45,-72,-1.6,0
970,93,C.J. Beathard,Iowa,Big Ten,13,170,301,56.5,1929,6.4,6.0,17,10,122.3,83,-13,-0.2,2
971,94,Kurt Benkert,Virginia,ACC,11,228,406,56.2,2552,6.3,6.1,21,11,120.6,60,-94,-1.6,0
972,95,Chason Virgil,Fresno State,MWC,10,166,322,51.6,2021,6.3,5.7,13,10,111.4,77,122,1.6,2
973,96,Patrick Towles,Boston College,ACC,13,138,273,50.5,1730,6.3,6.1,12,7,113.2,115,294,2.6,4
974,97,Taysom Hill,Brigham Young,Ind,12,222,372,59.7,2323,6.2,5.6,12,11,116.9,137,603,4.4,8
975,98,Hasaan Klugh,Charlotte,CUSA,11,120,224,53.6,1356,6.1,6.3,10,3,116.5,89,426,4.8,8
976,99,Mason Fine,North Texas,CUSA,10,155,261,59.4,1572,6.0,5.6,6,5,113.7,94,118,1.3,2
977,100,McKenzie Milton,UCF,American,10,194,336,57.7,1983,5.9,5.6,10,7,113.0,100,158,1.6,3
978,Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD
979,101,John Wolford,Wake Forest,ACC,12,166,299,55.5,1774,5.9,5.0,9,10,108.6,130,521,4.0,6
980,102,Tyree Jackson,Buffalo,MAC,10,165,311,53.1,1772,5.7,5.0,9,9,104.7,99,399,4.0,5
981,103,Glen Cuiellette,Tulane,American,12,101,237,42.6,1309,5.5,4.8,10,8,96.2,120,216,1.8,1
982,1,Baker Mayfield,Oklahoma,Big 12,14,285,404,70.5,4627,11.5,12.9,43,6,198.9,97,311,3.2,5
983,2,McKenzie Milton,UCF,American,13,265,395,67.1,4037,10.2,11.1,37,9,179.3,106,613,5.8,8
984,3,Mason Rudolph,Oklahoma State,Big 12,13,318,489,65.0,4904,10.0,10.7,37,9,170.6,61,35,0.6,10
985,4,Drew Lock,Missouri,SEC,13,242,419,57.8,3964,9.5,10.2,44,13,165.7,43,111,2.6,1
986,5,Logan Woodside,Toledo,MAC,14,264,411,64.2,3882,9.4,9.9,28,8,162.2,51,34,0.7,1
987,6,Riley Ferguson,Memphis,American,13,299,474,63.1,4257,9.0,9.7,38,9,161.2,54,22,0.4,6
988,7,Will Grier,West Virginia,Big 12,11,250,388,64.4,3490,9.0,9.4,34,12,162.7,63,122,1.9,2
989,8,Jake Fromm,Georgia,SEC,15,181,291,62.2,2615,9.0,9.6,24,7,160.1,55,79,1.4,3
990,9,Danny Etling,LSU,SEC,13,165,275,60.0,2463,9.0,9.8,16,2,153.0,72,128,1.8,2
991,10,Bryant Shirreffs,Connecticut,American,9,171,260,65.8,2287,8.8,9.0,14,5,153.6,90,200,2.2,0
992,11,Sam Darnold,USC,Pac-12,14,303,480,63.1,4143,8.6,8.5,26,13,148.1,75,82,1.1,5
993,12,Lamar Jackson,Louisville,ACC,13,254,430,59.1,3660,8.5,8.7,27,10,146.6,232,1601,6.9,18
994,13,John Wolford,Wake Forest,ACC,12,239,374,63.9,3192,8.5,9.4,29,6,158.0,140,683,4.9,10
995,14,Jarrett Stidham,Auburn,SEC,14,246,370,66.5,3158,8.5,8.8,18,6,151.0,103,153,1.5,4
996,15,Trace McSorley,Penn State,Big Ten,13,284,427,66.5,3570,8.4,8.6,28,10,153.7,144,491,3.4,11
997,16,Caleb Evans,Louisiana-Monroe,Sun Belt,12,211,344,61.3,2878,8.4,8.6,17,6,144.4,137,573,4.2,13
998,17,Nick Stevens,Colorado State,MWC,13,284,459,61.9,3804,8.3,8.6,29,10,148.0,54,123,2.3,4
999,18,Josh Rosen,UCLA,Pac-12,11,283,452,62.6,3756,8.3,8.5,26,10,147.0,50,-97,-1.9,2
1000,19,Andrew Ford,Massachusetts,Ind,11,223,353,63.2,2924,8.3,9.0,22,4,151.1,60,-137,-2.3,2
1001,20,Brett Rypien,Boise State,MWC,13,218,348,62.6,2877,8.3,8.4,16,6,143.8,37,-21,-0.6,0
1002,Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD
1003,21,Alex Hornibrook,Wisconsin,Big Ten,14,198,318,62.3,2644,8.3,7.8,25,15,148.6,29,-101,-3.5,0
1004,22,J.T. Barrett,Ohio State,Big Ten,14,240,371,64.7,3053,8.2,9.0,35,9,160.1,165,798,4.8,12
1005,23,Quinton Flowers,South Florida,American,12,188,354,53.1,2911,8.2,8.9,25,6,142.1,196,1078,5.5,11
1006,24,Jalen Hurts,Alabama,SEC,14,154,255,60.4,2081,8.2,9.3,17,1,150.2,154,855,5.6,8
1007,25,Jonathan Banks,Tulane,American,11,124,219,56.6,1797,8.2,8.3,12,5,139.1,148,592,4.0,7
1008,26,Justice Hansen,Arkansas State,Sun Belt,12,305,487,62.6,3967,8.1,8.2,37,16,149.6,132,415,3.1,7
1009,27,Taylor Lamb,Appalachian State,Sun Belt,13,206,337,61.1,2737,8.1,8.9,27,6,152.2,78,584,7.5,5
1010,28,Jake Browning,Washington,Pac-12,13,230,336,68.5,2719,8.1,8.6,19,5,152.1,56,25,0.4,7
1011,29,Jason Driskel,Florida Atlantic,CUSA,12,185,278,66.5,2247,8.1,8.5,15,4,149.4,84,427,5.1,8
1012,30,Nic Shimonek,Texas Tech,Big 12,13,328,493,66.5,3963,8.0,8.5,33,10,152.1,59,-66,-1.1,1
1013,31,Manny Wilkins,Arizona State,Pac-12,13,260,410,63.4,3270,8.0,8.1,20,8,142.6,138,282,2.0,7
1014,32,Mason Fine,North Texas,CUSA,14,324,511,63.4,4052,7.9,7.8,31,15,144.2,107,16,0.1,1
1015,33,Kenny Hill,TCU,Big 12,13,269,400,67.3,3152,7.9,8.1,23,8,148.4,100,325,3.3,5
1016,34,Steven Montez,Colorado,Pac-12,12,228,377,60.5,2975,7.9,7.8,18,9,137.7,132,338,2.6,3
1017,35,Alex McGough,Florida International,CUSA,13,232,355,65.4,2798,7.9,7.8,17,8,142.9,78,231,3.0,5
1018,36,Conner Manning,Georgia State,Sun Belt,12,259,403,64.3,3146,7.8,7.7,14,7,137.8,64,123,1.9,1
1019,37,Marcus McMaryion,Fresno State,MWC,14,218,351,62.1,2726,7.8,7.9,14,5,137.7,58,300,5.2,4
1020,38,Armani Rogers,UNLV,MWC,10,99,189,52.4,1471,7.8,7.2,6,5,122.9,146,780,5.3,8
1021,39,Tyler Huntley,Utah,Pac-12,10,199,312,63.8,2411,7.7,7.2,15,10,138.1,168,537,3.2,6
1022,40,Christian Chapman,San Diego State,MWC,13,146,244,59.8,1873,7.7,8.0,13,4,138.6,72,-26,-0.4,1
1023,Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD
1024,41,Ben Hicks,SMU,American,13,276,472,58.5,3569,7.6,7.8,33,12,140.0,54,47,0.9,1
1025,42,Josh Jackson,Virginia Tech,ACC,13,236,396,59.6,2991,7.6,7.5,20,9,135.2,124,324,2.6,6
1026,43,Mike White,Western Kentucky,CUSA,13,368,560,65.7,4177,7.5,7.7,26,8,140.8,64,-268,-4.2,6
1027,44,Malik Rosier,Miami (FL),ACC,13,224,415,54.0,3120,7.5,7.3,26,14,131.1,131,468,3.6,5
1028,45,James Blackman,Florida State,ACC,12,173,297,58.2,2230,7.5,7.1,19,11,135.0,64,-39,-0.6,0
1029,46,Nathan Rourke,Ohio,MAC,13,161,292,55.1,2203,7.5,7.6,17,7,132.9,137,907,6.6,21
1030,47,Gus Ragland,Miami (OH),MAC,9,152,270,56.3,2032,7.5,7.8,19,7,137.6,73,135,1.8,3
1031,48,K.J. Costello,Stanford,Pac-12,11,124,211,58.8,1573,7.5,7.9,14,4,139.5,28,92,3.3,3
1032,49,Ryan Finley,North Carolina State,ACC,13,311,478,65.1,3514,7.4,7.5,17,6,136.0,69,194,2.8,3
1033,50,Brandon Silvers,Troy,Sun Belt,13,283,443,63.9,3290,7.4,7.5,17,7,135.8,48,50,1.0,5
1034,51,Kyle Shurmur,Vanderbilt,SEC,12,220,380,57.9,2823,7.4,7.6,26,10,137.6,34,-84,-2.5,3
1035,52,Dalton Sturm,UTSA,CUSA,11,185,297,62.3,2185,7.4,7.6,15,5,137.4,120,545,4.5,2
1036,53,Shane Morris,Central Michigan,MAC,13,249,446,55.8,3237,7.3,6.8,27,17,129.1,88,93,1.1,3
1037,54,Tanner Lee,Nebraska,Big Ten,12,246,428,57.5,3143,7.3,6.7,23,16,129.4,30,-97,-3.2,2
1038,55,J'mar Smith,Louisiana Tech,CUSA,13,229,409,56.0,2974,7.3,7.5,16,5,127.5,119,371,3.1,6
1039,56,Ty Gangi,Nevada,MWC,10,228,374,61.0,2746,7.3,7.4,25,11,138.8,53,180,3.4,4
1040,57,Stephen Johnson,Kentucky,SEC,13,189,316,59.8,2305,7.3,7.1,10,6,127.7,103,375,3.6,5
1041,58,Matt Linehan,Idaho,Sun Belt,9,173,281,61.6,2056,7.3,7.8,16,4,139.0,68,-26,-0.4,2
1042,59,Zach Smith,Baylor,Big 12,9,105,201,52.2,1471,7.3,6.3,8,8,118.9,30,-79,-2.6,0
1043,60,Chazz Surratt,North Carolina,ACC,9,107,183,58.5,1342,7.3,7.5,8,3,131.2,85,210,2.5,5
1044,Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD
1045,61,Tyler Rogers,New Mexico State,Sun Belt,12,348,566,61.5,4016,7.1,6.6,27,18,130.5,76,20,0.3,7
1046,62,Brogan Roback,Eastern Michigan,MAC,12,245,409,59.9,2890,7.1,6.3,19,15,127.3,40,-47,-1.2,1
1047,63,Jake Bentley,South Carolina,SEC,13,245,394,62.2,2794,7.1,6.6,18,12,130.7,73,85,1.2,6
1048,64,Kwadra Griggs,Southern Mississippi,CUSA,10,148,265,55.8,1879,7.1,8.0,16,2,133.8,83,268,3.2,3
1049,65,Chase Litton,Marshall,CUSA,13,266,443,60.0,3115,7.0,6.7,25,14,131.4,35,12,0.3,1
1050,66,Kelly Bryant,Clemson,ACC,14,262,398,65.8,2802,7.0,6.8,13,8,131.7,192,665,3.5,11
1051,67,Gardner Minshew,East Carolina,American,10,174,304,57.2,2140,7.0,7.1,16,7,129.1,18,-40,-2.2,0
1052,68,Thomas Sirk,East Carolina,American,11,132,238,55.5,1655,7.0,6.0,9,9,118.8,64,165,2.6,3
1053,69,Nathan Stanley,Iowa,Big Ten,13,196,351,55.8,2432,6.9,7.6,26,6,135.1,49,-115,-2.3,0
1054,70,A.J. Erdely,UAB,CUSA,13,205,338,60.7,2331,6.9,7.3,16,4,131.8,122,326,2.7,13
1055,71,Jordan Love,Utah State,MWC,12,129,235,54.9,1631,6.9,6.5,8,6,119.3,46,165,3.6,2
1056,72,Dru Brown,Hawaii,MWC,12,254,412,61.7,2785,6.8,6.8,18,8,129.0,58,7,0.1,2
1057,73,Brandon Wimbush,Notre Dame,Ind,12,136,275,49.5,1870,6.8,7.0,16,6,121.4,140,804,5.7,14
1058,74,Montel Aaron,San Jose State,MWC,10,126,225,56.0,1531,6.8,5.5,8,10,116.0,52,-87,-1.7,1
1059,75,Luke Falk,Washington State,Pac-12,12,357,534,66.9,3593,6.7,6.8,30,13,137.0,67,-147,-2.2,0
1060,76,Brian Lewerke,Michigan State,Big Ten,13,246,417,59.0,2793,6.7,6.9,20,7,127.7,124,559,4.5,5
1061,77,Josh Allen,Wyoming,MWC,11,152,270,56.3,1812,6.7,6.9,16,6,127.8,92,204,2.2,5
1062,78,Ross Bowers,California,Pac-12,12,272,461,59.0,3039,6.6,6.2,18,12,122.1,60,-142,-2.4,3
1063,79,Clayton Thorson,Northwestern,Big Ten,13,262,434,60.4,2844,6.6,6.0,15,12,121.3,87,23,0.3,8
1064,80,Eric Dungey,Syracuse,ACC,9,225,377,59.7,2495,6.6,6.3,14,9,122.8,143,595,4.2,9
1065,Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD
1066,81,Richard Lagow,Indiana,Big Ten,10,172,295,58.3,1936,6.6,6.4,15,8,124.8,37,-50,-1.4,0
1067,82,Darell Garretson,Oregon State,Pac-12,10,128,221,57.9,1465,6.6,5.5,6,8,115.3,44,52,1.2,3
1068,83,Kent Myers,Utah State,MWC,10,124,197,62.9,1278,6.5,5.7,8,7,123.7,80,291,3.6,5
1069,84,Elijah Sindelar,Purdue,Big Ten,12,187,329,56.8,2099,6.4,6.5,18,7,124.2,33,-76,-2.3,0
1070,85,Jordan Davis,Louisiana,Sun Belt,10,122,215,56.7,1386,6.4,5.7,10,8,118.8,71,347,4.9,5
1071,86,Kurt Benkert,Virginia,ACC,13,298,509,58.5,3207,6.3,6.5,25,9,124.1,65,-63,-1.0,0
1072,87,Marcus Childers,Northern Illinois,MAC,12,152,265,57.4,1674,6.3,6.7,16,5,126.6,143,473,3.3,5
1073,88,Feleipe Franks,Florida,SEC,11,125,229,54.6,1438,6.3,5.5,9,8,113.3,58,20,0.3,0
1074,89,Damian Williams,Texas State,Sun Belt,12,194,333,58.3,2061,6.2,5.7,12,9,116.7,115,113,1.0,5
1075,90,Nick Fitzgerald,Mississippi State,SEC,12,159,286,55.6,1782,6.2,5.5,15,11,117.5,162,984,6.1,14
1076,91,George Bollas,Kent State,MAC,11,88,182,48.4,1133,6.2,3.7,4,12,94.7,103,238,2.3,1
1077,92,Kellen Mond,Texas A&M,SEC,10,117,227,51.5,1375,6.1,5.6,8,6,108.8,89,340,3.8,3
1078,93,Hayden Moore,Cincinnati,American,12,239,424,56.4,2562,6.0,6.0,20,9,118.4,92,312,3.4,4
1079,94,Daniel Jones,Duke,ACC,13,257,453,56.7,2691,5.9,5.5,14,11,112.0,161,518,3.2,7
1080,95,Peyton Bender,Kansas,Big 12,10,148,273,54.2,1609,5.9,5.0,10,10,108.5,25,-87,-3.5,0
1081,96,Steven Williams,Old Dominion,CUSA,10,147,263,55.9,1528,5.8,4.4,6,11,103.9,92,263,2.9,3
1082,97,Max Bortenschlager,Maryland,Big Ten,10,121,233,51.9,1313,5.6,5.5,10,5,109.1,72,13,0.2,2
1083,98,Hasaan Klugh,Charlotte,CUSA,11,133,279,47.7,1524,5.5,4.1,10,13,96.1,137,532,3.9,9
1084,99,Anthony Brown,Boston College,ACC,10,134,258,51.9,1367,5.3,4.6,11,9,103.5,42,210,5.0,1
